worker_id,income
70ff0e6d-1590-45bf-a998-806e72671afc, >50K
e4115714-f646-4eaa-8364-c110a55faa5e, <=50K
e13ad244-b684-47b6-9436-6a370c466b74, <=50K
ea990535-e747-4534-a19a-4720dfae158d, <=50K
c0ef6d33-cdcf-498f-9ad7-801857ae7f08, <=50K
47ce0fc5-6055-488e-97bd-8a605f2e1658, <=50K
53dd707c-55e6-4d72-afbd-ae1c8750ace0, <=50K
44896b95-6831-42e8-a3d7-e0ed26602eeb, >50K
814ae862-8911-4d85-a099-bf35ae53e7fc, <=50K
dfe1d211-aecc-458a-940e-6053b2c0b3c5, >50K
c303d1a0-4ea1-4550-ad7f-a0a370beb9bf, >50K
eaa87489-e3ec-40d5-bdee-7fad32ffce3f, <=50K
0e3eef43-ec6d-4fd6-a3cc-8c6da817dac4, <=50K
a3c11904-eec3-4ed5-b1ed-3be778b2ec4c, >50K
163e6edd-bfff-495d-89c7-4e18a40b39a7, >50K
cf5544af-9d3a-44a8-9c30-f5348a0685fe, <=50K
060aed00-41f1-4d19-8edf-c6325e1a2299, <=50K
18e1185b-a35a-43a8-a660-2be00ee66347, <=50K
b17e4801-46b3-4e13-88c8-816d8570620c, <=50K
6f123f38-5bdb-423c-bc6e-156450d99aa7, <=50K
fc6118ea-40b1-4d81-af4b-86679ee2b815, <=50K
c7325682-dd22-4b5d-82b7-c4c312a0fea8, >50K
f9e8022d-61a9-48cc-a6e3-3a1bbe97e1ae, <=50K
61e46e6e-016f-4b30-94cb-124ae9f632b1, <=50K
71480a03-ab27-45e7-9278-4a1c97ebc694, <=50K
3cb05699-0575-4571-ae79-418792d33864, <=50K
d5f0efd7-5736-4938-b704-47ce205148db, <=50K
5f3792d2-cb05-44a0-a685-afbed8f2e240, >50K
e19c714c-c026-41a2-bc29-855987afc440, >50K
fffa3e31-1473-4a77-bdcc-ff6be292eff9, <=50K
627ca5de-4537-45e8-b82e-d4da9884a9ea, <=50K
07fda731-832b-4538-a5fb-b5fcb58a72ac, <=50K
528c8f68-789f-4653-a02b-65fd4ce3ac58, <=50K
3db8f2d9-28bf-4fd7-b3ba-2a3021b3739d, >50K
0d3183fc-4aa9-4289-bbce-4f1ed8fae61e, <=50K
bed907c9-784c-4343-91fe-a49b8a84c6f7, <=50K
1d2dfb5c-9e00-48e5-98d7-73868e927bd9, <=50K
71ceb344-1a86-40e3-b7b4-a7000e244e92, <=50K
c9bc2e61-8876-4770-bd02-ef6119cea521, >50K
a8c66738-c57c-431b-8c84-24217ed0be5a, <=50K
4db026e4-8ba1-4de6-86e0-dfb2b3d8a9d7, <=50K
7570939b-1b7c-40be-a9f4-dc9ea1de6afb, <=50K
fd9e75e7-c25c-4697-85ed-45708ebe175e, <=50K
d05a2c41-2cdd-469b-af9c-0c5605df9535, >50K
05157140-e4b4-4de5-9ffd-dd9a9091b345, <=50K
9194798c-34e8-4cd1-9f23-e3c356455d14, >50K
f90612af-eebc-4968-b18f-27149aa5f284, <=50K
7ec80c63-7415-4eff-8568-ff788603894f, >50K
1910fc7c-d5b1-44c6-9a1d-aefb4714ffb6, >50K
5c9ec37c-8f6d-476a-9bf4-32b4112565ac, <=50K
fd7372f2-1c96-489a-8b06-71a0bffaef47, <=50K
67914c0d-829a-4491-b89b-5cfd2c818455, >50K
51a0a6de-25b9-454a-b9b6-7194e71adb8c, >50K
4e18a830-256f-4f91-8e51-436893713b3e, <=50K
6cf2cc77-89a3-4e4d-b212-4b280fa110f0, <=50K
9a716a08-c86d-45e4-8b9a-664000670b0d, <=50K
2401fadf-1cd6-4a88-8944-067fd561140a, <=50K
7ba6c806-34a1-4204-b43b-0900c180d6b4, <=50K
38ba206e-b08d-49ea-bc0c-6d55e5635e6c, <=50K
6df2ed18-5c98-465b-990b-1161cc0a7fb0, <=50K
f6c8b0c4-7876-468d-bd21-53378f99894c, <=50K
be1b77a2-8e95-45c5-8ccb-742202396753, <=50K
212f596e-c2fa-4588-bef0-76315b08731d, <=50K
d3e63a69-8871-428f-8212-5dcf4fb300ab, <=50K
e4f932e8-fe1c-457d-abfd-2aafd7d49b69, <=50K
45f73aaf-3076-46bd-bab5-176bb4bcb7d3, >50K
05eca9c3-c881-47c1-b3d0-208b88737d48, <=50K
4f0e339a-b495-4fd9-a074-b6690dfe9475, <=50K
098a10c0-4ae7-48f5-aba6-b5bcdf10547d, <=50K
c864ec7e-6670-4fd5-adcb-cd97102f2483, <=50K
94da1d01-8543-4aa4-8b1f-1f2780d17026, <=50K
965dc2ea-fb1e-4655-a435-341359554ebe, >50K
0136cfa0-d038-4f0b-8181-8af6dba3988b, >50K
c1b6e830-b452-4925-a35c-ef4acfd49963, <=50K
2f40319d-ff10-4d8e-82cf-d4698ff758f1, >50K
61b613dd-c941-4a4e-b711-03ed4897d286, >50K
2a50ccfe-a4bb-4b2a-8388-52a4bf4eaed7, <=50K
5185e6e5-a483-4bf3-aa74-f8e8d2bacf90, <=50K
0c0721bb-a710-4154-ad19-0d7518717b21, <=50K
9efcb1e4-5b79-42b6-b025-d8df0700c25b, <=50K
0b44cbc1-5428-41a0-b213-d8019663cccc, <=50K
bc3a8bb8-62be-4866-b3ec-10cc8710ce4d, >50K
7342af9d-de60-4d79-91c3-0633f395ac58, <=50K
18d2a599-f54a-4b5d-b826-3de4385aaedc, >50K
928d600d-bf74-4f04-981d-e658c9e268fe, <=50K
ba70f6ff-2223-4df8-acb4-c33234b12b25, <=50K
1a05a375-8cfd-4565-a6af-25657f0af156, >50K
35ddfa7a-cc45-41d7-bb70-6a3e488ed41f, <=50K
ca1f17e3-fc40-4b0b-8f47-ec257b73ea9b, <=50K
e4201e4f-f37c-4dda-a7bd-444a6da34be0, <=50K
170a5811-0fad-4be2-bd73-acafa6cda3f7, <=50K
0d017df1-076a-4a86-bd5b-38a87188626d, >50K
60c0ff9f-f677-4882-a05f-2b6aa22217a7, <=50K
cd855d28-c40e-4284-9849-85a38f576d39, >50K
f5a1f913-f7bf-499c-9313-2ff96af5cb3d, <=50K
538f6cb9-fe10-43aa-981e-5370f49a529b, >50K
054cdc9f-568f-466a-9ab4-e293c18ebeb5, <=50K
7ff70002-c789-4e74-beb2-bf08e3b58706, >50K
da58cd4c-102e-42db-b2f5-4413cb167338, <=50K
ca2a12f7-9115-4a09-824f-6077ace0dd0d, >50K
4c96f831-3719-4fbd-9699-600713be3a35, >50K
1855b760-cceb-439d-9601-210c9aafe941, <=50K
bdc06825-975b-4ac7-a5c1-db0d8bd3a03d, <=50K
31112d41-30dc-4a6b-a034-26629bc8a3f2, >50K
fb8cba8e-1835-4d7f-ae8c-c7633e7e2f1a, <=50K
0e670be0-1a64-49a2-9082-e62bb0720a1c, >50K
9d621e05-f28b-4963-b6d0-2a627fa40e36, <=50K
4e14a774-3074-4956-a612-1a55499cf3b4, <=50K
12a7e5fe-9aec-4c8d-8d3a-9fde79b03e09, <=50K
151c682d-7781-4a9e-ae47-23bcba497d56, >50K
a655306e-0697-499c-8c2a-782378efe258, >50K
0e9d7d20-5aa9-410a-b6d1-242cf4251005, <=50K
7b31e96d-6968-4db7-bc0f-b6862cffb762, <=50K
f14b1615-512d-4b83-aec9-1d9303397e5b, >50K
0fed7af1-2bbc-46a6-a359-ce69e666dd36, >50K
f0900e0b-2819-402a-91fd-3198facf30f7, <=50K
ab239119-523f-485a-9462-a78f17b345bb, <=50K
15795dfd-7108-4b96-bccb-b6d7832dc98e, <=50K
9a536a10-5472-4386-86ea-d7e56817d528, >50K
3c2e8795-4606-4381-af23-e29884be2689, >50K
b6cd2555-a69a-4914-943c-34f474857b95, <=50K
1d4952b1-162e-49bf-9219-a904631604cf, <=50K
595c711b-0e39-4189-854c-dedac674092f, <=50K
b471e525-f675-4a72-8c30-90998e6e2cb8, <=50K
968de761-2d57-4980-b15f-5a6375f6e630, <=50K
f4f5387f-91ff-4a2b-8409-ab071349a9ce, <=50K
18dfd539-aa53-4f37-9f2d-8046546388ef, <=50K
e878192d-ea58-4972-9758-437471dfa090, <=50K
de05b2fd-a512-4a92-bd5f-557718f087ff, >50K
16376489-ebe6-4c83-a5a0-f3bbea81a3f3, <=50K
79c7cd2f-b663-428c-a68f-192b24703cc4, <=50K
d4da5f42-4578-4082-a503-a141a84cf61f, <=50K
7048362e-ac00-4d22-b2a3-81fdc7d1f324, <=50K
b7022a85-60be-4284-bc28-12b898b14fe7, <=50K
276fc657-0330-46be-acac-0d7d9e871e8d, <=50K
aa9acbce-17f3-4bbb-bb54-7ac2b0331cc0, <=50K
1dd711a6-3616-4f90-9af0-9c4b217bfb90, >50K
c7c61d7b-ac49-4cb8-8efb-c08e683a106c, <=50K
0690b9a1-808c-45de-8b56-27371aa4744e, >50K
7fb35cc6-dc83-42d3-bd39-77773e3e1c69, >50K
412e64c5-9527-47e3-b22e-a164c58a5b8e, <=50K
d4e8f73e-22a6-450d-b995-d89b4d0a4a47, >50K
433f8fec-c1db-44c0-959c-a0e3f359bff0, <=50K
812f53c8-710c-4ef1-88a9-77803c1123cf, <=50K
efdb539a-ee12-4e5c-a52e-2a88372cffd8, <=50K
f53c47ad-28da-4bec-a4ca-2daad4737341, <=50K
ce90f339-f65e-4015-b3f2-f067f34f8a2a, <=50K
97e3b7d2-e5b5-441c-acfa-ef2204fad4fd, <=50K
4d4a6398-6e85-4bb7-b643-bb362a938ed8, <=50K
4bb1336b-fc50-4607-b56d-7cdfc9968d92, <=50K
d523d040-0b51-4bf3-bbbc-7e3b54eaab77, <=50K
cd3ef6ed-24b6-4493-ae5d-385ca59c186a, >50K
70d3b823-aaea-40aa-9cc2-aef5a9350308, <=50K
df9126be-1ff8-4e01-9d72-42028c2cca8a, >50K
0d54601b-5e9b-43ff-85ab-d406179f4d27, >50K
ae53aee4-cfa7-4436-8401-23f664ed9f8c, <=50K
6c97eda1-5f44-4017-a3b1-13988c705035, >50K
40acd55d-a0dc-44cb-9bf1-6cfe078e91c1, <=50K
b7b6cb7c-8fb0-4f21-8e18-b190905c3340, <=50K
247ceb06-4a49-4285-892f-9230bc28419e, >50K
590d2eaf-d66f-4228-87f0-4d1116b02c7d, <=50K
fee893f1-215d-4e4f-a6fd-466295f7576f, <=50K
63eb0508-962e-42d8-9084-1e3663df9e11, >50K
b31f9a1d-0676-4acb-bc4b-72f518995ed2, <=50K
1b8e09a1-f49f-40c5-8845-5ad6290b7f46, <=50K
f359cc67-ae7d-438b-9237-d441b57e0880, <=50K
953467ee-7f31-482c-a483-307cb8429342, <=50K
92b19c28-1571-4c10-8cdd-0283608eeb36, <=50K
b955615e-26c1-4dd1-a8c3-03937133fa9c, >50K
f4375675-7444-45ff-a9df-257a2ede3062, <=50K
f927bcb6-4d24-40b1-bcfa-e87a6cc4e053, <=50K
88d26bb6-51d2-46d7-9d07-79d2650bbb26, <=50K
3fd84aaf-41e8-415d-afd2-63401cba3539, <=50K
fc5f25c4-2a6f-4240-b2c0-e52c4f67bdea, <=50K
cf6926d1-5681-462c-9545-bc4a012ce130, <=50K
9085d424-c236-4947-936a-515d0dbedc3f, >50K
87a3703b-e81f-409e-94d4-d9f305626ccf, <=50K
276ac455-4465-4f1a-a17e-1773adb62814, <=50K
35fb9799-ccdb-4157-9297-9427745f9cf5, <=50K
6b5483da-4b27-41f5-9881-a2500e94d129, >50K
4ffe448e-693c-4512-9596-6e1c8f4e6bb7, <=50K
2772bb76-9b54-4ba8-bdc4-0d5fc731be9e, <=50K
78dab7bb-c2d0-451d-bba7-b2cab92fa991, <=50K
51bc6de8-2bb8-47af-b5fa-82ee3ce1ac0b, <=50K
16f17ca3-972c-4aa6-b019-a32950d43376, <=50K
a02fa038-9225-4592-9ca7-109a6429edd6, <=50K
17eea434-807f-4079-ad69-cb263f3056ea, <=50K
e7987fa5-a6d7-4b5c-a147-342dba06e26a, <=50K
d83ccc2a-fc17-4706-b35a-02eb80de0a7a, >50K
152542bc-620e-4dc6-8843-7e1168bbc931, <=50K
0d02e790-516b-4e8e-abcb-dccd00236d68, <=50K
9793ae04-b41a-4731-9069-4651426cad47, <=50K
4e302123-90f7-47ec-badd-2b230c8a9b25, <=50K
b6fb0412-84b7-469d-ae97-ff9af9f7699f, <=50K
25381186-0093-4ca4-bbf1-4efc52514b71, <=50K
180a7a53-3cb7-4411-852d-915b9b308c40, <=50K
704d9bce-f4e4-4bba-96ed-2e845f02951f, >50K
7756cb47-298a-47dd-b115-4e5e3844460d, <=50K
2b8a2f43-d8de-4a59-b9e1-652d0463429e, <=50K
17876d77-b8ae-4cc1-ac01-61a86cda144f, <=50K
d932ce20-87b8-462d-b231-3b5be40b365a, >50K
880df369-d4a1-49f9-9661-ed3cf9738226, <=50K
74842d7e-82aa-42cc-a7e3-febd4aa19e04, <=50K
84b228be-3f6a-4358-9e8f-4eb2d449490f, <=50K
689ee667-98f3-44d3-a092-f99d65ff1814, >50K
376728f4-14b7-4e79-bb8f-f6a833589c2a, <=50K
4412104e-194c-4b61-b4b1-f88913e4f8a5, <=50K
b69a5241-d555-492f-9a01-ad8acedc5a87, <=50K
4dbce299-da39-41ce-ab7f-ad2d0c31fbc5, <=50K
03e1cd83-35af-43dc-afa5-3cdfeb86c543, <=50K
70628339-79b4-4a51-9be5-630e29aa4e54, <=50K
2ca2726a-6712-45a0-b946-0c38491557b5, >50K
3caf70c5-7ffe-40a8-a844-a77cbba6db51, <=50K
f4c39a8b-1ff0-44d0-9cbf-02c4b8484825, <=50K
78641728-dde6-4231-b0b3-2216f42f8d61, <=50K
e0a82083-642a-4c19-9aa0-4e6fdc62d9fb, <=50K
4448c518-db4c-4206-8ff4-ab315fb5a179, <=50K
90ec1010-b6b6-4796-b62d-56e0afe00ab5, <=50K
647663a8-a563-4f07-933f-3a27b127be16, <=50K
be1c34f9-a012-4b47-84ae-4d66176e5cab, <=50K
a62ad0b6-e8c4-4eb8-bfbd-a2bfaa22e37c, <=50K
84533d72-9b98-45ce-b2b4-8141e06d9d4c, <=50K
9220b460-e04b-4d4e-b207-7ea5ef454452, <=50K
9519624f-e471-4cb8-a5f0-28f3df14d5d5, >50K
a038d603-76be-4717-ad53-b70f6e7d1795, <=50K
f49d30af-9155-45e1-9ec5-ae4c064a4757, <=50K
3d67a091-ba6b-429d-af32-dd7f15c7dd53, <=50K
63d0abea-139e-4cb7-9c22-a745ae00cd99, <=50K
da8da509-d36a-489c-a72b-8d6dba710d47, <=50K
09c6b9ee-0ac7-4e7c-8369-1a01b24b184a, <=50K
38d64a01-7ae6-4343-b912-b35dfc27d5a9, >50K
af74c50b-ccd7-4aa1-a67e-aaca4cf7727c, >50K
aee48e57-3257-4e0c-b5e1-d66502febc57, >50K
483eb6c5-66a7-455c-a982-771f1b8ecfbc, <=50K
2c53037d-f223-463c-9c00-51cda32fc104, <=50K
9b76d395-afe8-45b7-ae1c-22cb14c11fe3, <=50K
7c1dc953-1e77-47a2-8a5f-4e213fa92945, <=50K
a65df642-60c4-4d51-9549-7d1addba79c9, <=50K
5591ee35-a275-410f-b87a-bacd9e7308d9, <=50K
6d4633ea-a9ba-471f-9287-9b2da3c3a851, >50K
c59e31e4-c76a-45eb-a65d-f819f3245914, <=50K
a0888fd0-ef27-4d87-923d-26113b8c4595, >50K
ed3ee1ee-2983-4c69-9258-54968587c315, <=50K
8573a22f-e08b-450b-a30f-febd11b266f1, <=50K
2600c4fd-73f4-4f2f-bd31-681fb27f5c8b, <=50K
5571d7ca-43bf-46df-8e76-95081afa215f, >50K
f9538b11-8807-4686-9b9f-26476b5e0a5e, <=50K
c5632571-5ae8-4bf6-bd3b-8e221748e007, >50K
12acfd81-fe41-49be-9fdd-de1c8398b36b, <=50K
40c4a047-bc17-46f2-bdf1-df24f4a89e89, <=50K
35538cda-399f-4fec-b673-e02724ffc74e, <=50K
d991ae44-7642-480c-a669-262c0d49fdac, <=50K
9466f554-3b29-4944-b41a-1e5d7dcf60a6, <=50K
7a6b0b71-acd2-4f80-a744-e66ee4707808, <=50K
010b8c5f-09a9-4e57-b7b5-19cde60c056f, <=50K
bd0f524d-07a4-4634-ad65-bb788bd6e57e, <=50K
20c63860-c6ed-43ab-af26-445117e45f5a, <=50K
c9906a5f-0421-4f69-b09d-8e7eaa8c187c, <=50K
a7ac146a-238c-418d-95c2-01655e07ba9b, >50K
d05ae902-124d-4ca3-b6de-507fed84dcef, <=50K
505605af-a39e-465c-91dc-4a685dc8e980, <=50K
47607fbf-321f-4b68-8128-be3c4891faa2, >50K
e487a3f2-5d7a-4c6c-89b5-0d271bac41af, >50K
3abeb25b-9405-461c-ac9b-5bebc6765894, <=50K
21b34e5a-378e-4b3a-b5d9-66d93345e324, >50K
4b2822d1-e947-4b38-bc6a-53e8e3f319ea, <=50K
c64dd7a9-25ec-4b1d-9619-8fddc4bda605, <=50K
cafa8df3-ed3f-4249-8b1b-d5be1a358f56, <=50K
bfbbd83d-91c6-4457-8d17-28e7a9e4f50d, <=50K
5ba6a8c5-0e65-4211-9551-9253b02c69f2, >50K
501edbf0-2fd5-4d35-8f9f-e58aecb55628, <=50K
d6231e26-b87a-4488-8ee7-2e2895233b7f, <=50K
8c102349-d3aa-4c1f-8c2e-432895ef52c0, >50K
d32d7c4d-1190-4a8e-bb29-e450906aaefa, >50K
66f3dc85-79c2-44e0-8554-34c2fad49ff6, <=50K
6296bab6-6cba-4997-b7bf-a6933cdbc643, <=50K
27c58436-6125-419e-8871-1541de3c84c6, >50K
4e8b9e24-3475-4d39-a192-0740c2e23053, <=50K
d51cd10f-9c25-49e3-9db9-c076eb82319a, <=50K
e3fda33e-372c-4ae3-b928-fe4ee07e5141, >50K
c09a2138-176a-4479-a7d6-c8215fa9c480, <=50K
a3b8e973-d1fe-44c5-8dd9-96b90c02b788, <=50K
9c79127c-f83b-496a-9dd2-bd86a61c4e73, <=50K
0726e556-bd6d-47f4-aee3-f48c23156352, <=50K
ccf3abf4-9cd3-4503-8505-3ac8000dd6b1, <=50K
6ddeacc4-7169-4517-ae71-8729b3482990, <=50K
fe48c8c9-af43-4331-96a0-d44e056d30f6, <=50K
aaefb0b2-e124-49a4-a165-b2c3a20ff5f2, <=50K
dc535d58-2729-4856-a524-07868123f0f7, <=50K
c16ee811-e4c4-448b-aab2-ddc483156033, <=50K
ca3c49a7-fcfc-4296-9ebd-ac8752ddf71a, <=50K
cf46599d-9c3d-4c7b-b5e0-33717108adbe, <=50K
6d187d4f-b637-407b-ae20-da4ed9c49f3b, <=50K
1160dbfc-b2e9-46ff-9d8a-974217f45435, <=50K
ede8a9b0-0cc0-4dd4-b2b6-a30a82ceb40d, <=50K
4c9f48bf-94d7-4809-98dc-64c8455502cb, <=50K
f0e87aea-424e-4970-ba56-5aac41c340d1, <=50K
9d875a23-090c-4594-8774-ff3226d98ed6, >50K
fff72dce-50e8-4b15-ae40-e5f6e5cfc2a9, >50K
1da50d46-9d14-479d-b705-39bd077e20cc, >50K
fef33743-3c2c-46ee-a74c-09f553349a61, >50K
13694a7a-a3b6-472c-a7b5-a17ff9316ce9, >50K
89b6b17d-4d84-4dfa-b64b-b0897ab81881, <=50K
ee83e8cc-5a05-4bb9-9a09-5a5918295d6c, <=50K
2d14d0a9-bec4-4389-b7d0-150170581786, >50K
ee2d5d99-1fce-4c2a-9a98-0619c1b91dab, <=50K
abb9e5f4-fdd4-4e0e-a461-d2070a3a6884, <=50K
d0fa21a4-0c78-4a9e-bd9f-cd6596480ccf, >50K
82f74c02-f5bc-486e-bf03-0afee5399ee6, <=50K
ea7a658b-018e-44e3-927c-ff5c03ef6c23, <=50K
8257be2e-ed90-493d-a65c-de2af27e583a, <=50K
df839def-7120-479b-928e-5829883d1942, <=50K
fd21ded6-42c0-424d-8d42-c2d53e9cfc0f, <=50K
64a41e58-e985-477c-bfbd-af263df66090, >50K
44971fcd-6933-442d-9167-4aed3767e01c, >50K
c5285611-5c4d-4eec-975f-5e1cc61e5241, >50K
1cf296f0-b45a-4452-960f-982a5152eea8, <=50K
dc580e41-adaa-4746-b437-5dfa32bbb215, <=50K
b9339854-4325-44e5-b0e0-f72384a81b5f, <=50K
488b877c-a7bd-4c42-9f9d-9a5e592123b3, <=50K
4df15d67-339f-43be-803a-d1603bfb082a, >50K
972099b8-242e-4771-a727-e21593130ef4, <=50K
423f1065-21b3-419e-b0b3-de40b865e702, >50K
0368fb97-6d2e-43c7-b209-d5c75124d760, <=50K
0a2966f6-1de0-4b03-aaf9-81fa00b83b92, <=50K
e53df6bd-3031-405d-843b-c51d562a3daa, >50K
0d905280-2b7e-46af-a4b1-b247568e3f59, <=50K
58f9e72c-4722-49c4-9a72-ce710e09a59e, <=50K
4426c004-dadd-45d9-885f-7dcdc2dbfede, <=50K
a66a1dcf-f788-483d-ad5e-91cd6c0a87d6, >50K
633d5db7-5715-416a-a4d8-93923c784500, <=50K
ab52018f-0b3d-4053-b8a6-9efe29daf921, <=50K
e1bff18d-bb67-407f-a910-f70e5fabb4a3, <=50K
8690e392-ae5a-47b2-8492-0f3106b1322e, <=50K
bc7982c9-e487-403b-8943-5ad5b865627f, <=50K
b41b20c6-7715-4372-b30d-34e2e5e874f8, <=50K
d83a4eb6-ac83-47eb-81ec-5c9b5b644ad4, <=50K
0bec8cdd-50c9-4ca7-8ddf-b09517badce8, <=50K
a61a2fcf-18cc-4729-a3bd-3fd128972c29, <=50K
067df77e-d55d-409e-99fc-6e792824859f, <=50K
15455bb2-db1c-43e9-a75f-1c6efd2f07d9, >50K
a62d3297-f1b7-4e99-8f34-7aab79edc8d2, <=50K
8fe998d4-5335-47c9-9bce-2a9d42e3f3fd, <=50K
e4e7beeb-f20d-4669-bd06-709cadfe4af0, >50K
3935c34a-b1cb-4a55-8021-485b59dadf16, <=50K
8f8ee3a4-c4a8-4eba-a8bf-c90392666ca9, <=50K
74d72b09-a686-4455-8692-1316afb0baab, <=50K
5a2f09d8-1345-4c6d-a0ad-2d52232eebda, >50K
381daadd-2b31-4ca4-93b3-d63b99eb912f, >50K
92cf9876-b7d2-4cb0-a8c3-c46d3aea8230, <=50K
47cfe178-dd99-45d1-b5fb-8da5e9b13d83, <=50K
903b89ea-df8b-4bdc-acda-061da1d6768e, >50K
9e260419-4c31-4aed-bc15-59872eea0ac0, >50K
4196c417-2cfb-4131-958b-71278954d6e0, <=50K
5092221a-07d9-47a8-9cec-531da8f47c83, >50K
06fe0bd4-c904-4e1a-b5f9-0f0fe5c198c6, <=50K
4c7768a7-0086-4bc8-9e10-f859469647fc, <=50K
8648a0e5-3d38-4814-aba1-771530adae89, >50K
29aef391-91fa-4c43-bd23-3ebf9524bdf0, <=50K
8d9a0ec9-765d-4090-b54f-3fe9607d1dc1, <=50K
354101b0-5e81-4616-8c3e-1d8320a4cf1d, <=50K
ee98b01b-f2a4-4af4-8e50-d893e152c90c, >50K
df199ad3-1aa2-4266-a501-ace02d6daa7f, >50K
a88133d4-77fa-4447-9957-7ba815a3d916, >50K
a9bf6f8a-e671-49a2-91b0-a1fa40c2687d, >50K
870f3252-e80b-4a83-9e1e-331fa064689a, <=50K
c837d137-1dd3-46c0-9578-fa33e6e092e1, <=50K
159b8eec-86f9-484e-bc5b-7f77081fd29c, <=50K
4bc4fe0b-f35b-451b-9170-60bf81961c04, <=50K
477ef511-7732-4b26-901d-cfbebb7b9509, >50K
83c08bcf-4a27-48e0-bcfc-1eaeb2e2bac2, <=50K
8040f1db-f365-4e47-b39e-b82c40143d43, >50K
32eb5c60-f1a9-45b8-82e2-addf1ae95528, >50K
62db5329-846f-4035-bb46-d8430f5bc1e0, >50K
31446314-f963-4279-920c-e7eb1c88947f, <=50K
c224ebc7-056e-43fa-bc91-d40e17743624, >50K
6d49581c-9d3c-4738-80de-cf7d571fec2a, <=50K
9d329b3a-db4c-4db9-9248-0b0ab0cf0c35, >50K
a1c1ed8a-37b6-49bf-b48d-e189dc8eb740, <=50K
5ac25d4e-06dd-4d06-9e78-a3c9b3075ab0, >50K
3010377b-cdf8-4a7c-8e09-1f74d7a49e8e, <=50K
1e428994-d374-487f-8bf1-36f1527f28e0, <=50K
a569a9fa-dfed-46c9-8101-0cc5ef4c2d1d, <=50K
c74be216-24d3-4603-961d-cba913bc79d0, >50K
0bb24e1e-2ae2-40ae-af78-81c4836f8560, <=50K
3ef5eef8-08c4-40dc-a169-dcd50f8741b4, <=50K
db9f3121-51d5-4ff7-a8d8-a3a3028f283e, <=50K
e8b64120-a391-4fc0-b739-4c7bc58928e0, <=50K
0561319d-f652-4c3f-b5b6-c16c3ddf68a2, <=50K
54c36419-0184-437c-b8f5-8affc659e044, <=50K
4ce7530f-4b23-452a-92a8-8055d24ab16e, <=50K
4cdc2041-8ba0-4bdf-81d4-55a7551201b1, <=50K
09972c8b-cd27-451d-8f84-35b54befbbb3, <=50K
d0976ad8-ac36-42e5-95ad-93741e0d63b9, <=50K
20cac217-9d41-4399-8ae7-2fe143cf83c7, <=50K
cb3f6a83-f80a-42ba-b6f8-859eded9c324, <=50K
c02a465c-fedc-4f1e-ae8c-02acbfcd93c1, <=50K
1447577f-43ec-4363-b149-ca0983e5198c, <=50K
6c0a69bc-c64e-4de1-9f06-544092fb4532, <=50K
c434b94b-bda8-4b57-ab38-16dc21018ced, <=50K
6dc3b7a2-d0e1-42a2-b215-f806850f204a, >50K
8503b0bd-ed13-4fe2-a226-a779a0b30ab8, <=50K
4b36a963-3390-476b-980b-6dc4cb5fb20c, <=50K
6aec859f-2e26-4ae7-8505-e6f1168af3db, <=50K
1b34427e-4f11-47f2-bdce-d82877378983, <=50K
ce6988f5-788a-4519-88ef-43656c84ad4a, <=50K
ece34381-ea87-4c02-a3e5-a7013a1cb9a7, >50K
