age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,worker_id
24, Private,42706, Assoc-voc,11, Never-married, Protective-serv, Not-in-family, White, Male,0,0,60, United-States,05b5d2eb-33bf-4fc4-b580-d93d6f301297
35, Private,301369, 12th,8, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States,6faa354a-6f43-488c-9f3e-b26f62519752
46, Private,139268, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,78767590-407b-44f1-bc64-ac835b1a55ef
19, Private,275889, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Mexico,b2387045-7b3b-45e3-bbeb-9c58dad1ba7b
28, Private,183780, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1740,40, United-States,54a61b00-661b-4369-bba6-acb46f554137
31, Private,272856, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,50, England,ec0975de-739c-4e80-9868-cc475c310c9e
64, Federal-gov,301383, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,9386,0,45, United-States,612ec462-79e5-4438-82f8-cb4fc1d6258c
28, Private,273269, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,f4eff9e7-e7fc-45f5-b445-b2225ff4e3c3
24, Private,214542, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,60, Canada,9536ddca-2145-40ac-90d8-06aaf3ec5a19
35, Private,184655, 11th,7, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States,61dfca7f-ea38-4818-a061-f5a220d183d6
30, Private,87561, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States,17859850-9381-45b3-b2f2-0b9c3a08379c
26, Self-emp-not-inc,227858, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,48, United-States,72ba0395-a254-4098-924f-3e312554f939
28, Private,183802, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States,83af308f-14f0-4a6c-b997-cf549eeb5b47
26, State-gov,180886, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States,39807add-6bc1-4d7d-8b43-9d2409d63987
27, Private,189777, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,bf4c7197-1c55-430b-987e-1dcd65dfdca9
24, Private,199883, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,135be41f-a2e3-4bb1-883b-a82bee19a087
48, Private,30289, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States,05e61d45-e833-469a-a9e9-e745dad617a2
21, Private,60639, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,37, United-States,138065a4-8dee-419a-9d58-3c0c1ff7430d
41, Private,244945, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,969319d4-6c74-4d3d-a31e-ff9bdb60964e
44, Self-emp-not-inc,172479, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,60, United-States,c3a292f7-9d1f-44ff-b840-f9951fcd6c09
35, State-gov,126569, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States,5e4b8b37-fb7e-4f8c-b152-fdf09e4c263b
46, Private,104632, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia,eb0bef99-0588-4b30-9eb1-a96b0a2978cc
52, Self-emp-not-inc,183146, 12th,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,b4f4f3d1-40f9-42e2-af0a-51d20cc6f2fb
64, Self-emp-not-inc,339321, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States,0089a3fd-43f4-4d3d-9534-912fd8af1419
27, Private,107458, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,9c5cb179-c666-4f99-873d-f8ff14422e82
51, Private,161691, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,4d15012b-9818-45ec-b721-a2506dde2018
22, Private,223019, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,2fc21be3-4443-48a5-926b-14b1e1006a6f
35, Private,192626, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,3b06c393-0c3c-4926-99d2-55d8a31406c9
60, Self-emp-not-inc,95445, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,3137,0,46, United-States,ff324ae9-8577-454a-a8cc-fdd9358b2dbf
29, Private,57889, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,39e5a6a9-32de-497e-8889-ed3e2896f363
24, Private,83783, Bachelors,13, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States,2a59f63c-f64e-4406-b079-16eeb36f9b68
29, Self-emp-not-inc,394927, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,8b44aef4-1853-4b84-bab0-55de9784675f
46, State-gov,295791, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States,eb89c635-a0bb-4d35-82c2-ee8e752b46b9
29, Private,391867, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,5b6cd4b9-67cd-4f25-8936-2060537f9e05
26, Private,262617, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,6456c8e9-d1b6-49ef-9b1a-dd43aa6d272b
28, Private,375313, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,602a2cc9-2ac8-430d-9c64-e3b7daa8aa82
64, Private,321166, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,0,5, United-States,14ded376-c7a2-4601-b6d7-08f2071a2762
37, Private,259882, Assoc-voc,11, Never-married, Sales, Unmarried, Black, Female,0,0,6, United-States,c138384c-e7e3-4b2c-b166-e78ea248041c
29, Private,75648, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,123229cf-478f-4e1d-8706-ab47db3db16d
35, Private,179668, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,69be92f4-556d-4965-9154-e35755e00349
21, Private,180052, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,30, United-States,2562bdf5-3b7b-4b48-a607-c1f6168c8a0a
79, Private,124744, Some-college,10, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,20, United-States,571afa37-a5a5-40c6-8a3c-434910cef530
39, State-gov,171482, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,df9fbcc4-e0e8-430c-95cd-c11e47530fed
28, Private,66473, HS-grad,9, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,1e22f661-a74f-4947-97cf-1e373634421e
44, Private,165492, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,00c1da66-13d5-45a1-97b4-f006b639b9a9
53, Private,95864, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Male,0,0,35, United-States,ac08b0a5-4dc8-49cd-9aab-7f8935c491b0
42, Private,112956, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,19a980b0-c615-4b06-88f5-f7819b552b9d
32, Local-gov,127651, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,8244180b-232e-4006-bf16-eef3afca8965
22, Private,215395, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,37, United-States,07023132-1921-48b6-8c5d-32917cb1b6b0
20, ?,220115, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,12, United-States,a346adc8-23d0-4720-9714-1699ed0f2c5e
39, Private,148015, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,52, United-States,a2485199-0802-44df-abb1-204b9b0daa24
57, Federal-gov,310320, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,48, United-States,ca21cd93-3821-4826-9e0c-71358325e63e
20, State-gov,30796, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States,7f51b99e-4e75-4c01-800f-e19ad1f8fc4e
42, Private,79586, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,2a261464-a94c-4f22-af6f-79266d004e64
31, Private,133770, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States,23edbe39-3c5b-4823-ac04-c8e8c8fff1a4
53, Private,30290, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,8e7e6494-9f3f-4f76-8b29-57f4baf95c94
38, Private,179117, Assoc-acdm,12, Never-married, Machine-op-inspct, Not-in-family, Black, Female,10520,0,50, United-States,f7dfb619-eab4-4f39-b80c-72a4b732842e
60, Private,184183, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,4650,0,40, United-States,42d1ea1e-0e8e-44a9-a213-2a076d2bb6f6
38, Private,241765, 11th,7, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,60, United-States,1131d780-0a30-43aa-ad02-36b3a7d7c439
36, Private,222294, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States,01339036-5211-4cb7-a344-46165043e0b6
50, Private,274528, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,4526790e-d249-413d-b3b3-61cf655a5492
41, Private,247752, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0c5fd7e9-9a99-4ccf-bde9-b697b0ea16e2
24, Private,306460, HS-grad,9, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, United-States,50fbec44-a4c7-4b35-9796-fea9a11a21cd
46, Federal-gov,78022, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,ba53b82e-e8a4-4b6b-8a99-8a1d6d760a59
38, Self-emp-not-inc,217054, Some-college,10, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States,6e724224-72ea-4a05-893c-4bcee53373df
47, State-gov,223944, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,30, United-States,b5f3262f-61fb-4125-99fc-851134fac153
31, Private,144949, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,455155bc-db8f-47f7-be5c-bdef5c629cd3
34, Self-emp-not-inc,198664, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,15024,0,70, South,6e4e65c6-0dee-4933-a56d-b34ada1e0518
26, Private,118497, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,ebfb5dcd-fcc2-48c0-971c-8e4fb00381c6
40, Private,409922, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States,184ed07c-b4c8-4be1-aca9-7cc826562cd7
18, Private,116528, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States,b78286b7-a6ee-41f6-b526-dd0a98a0b16f
30, Private,101283, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,c9d1770a-f6b2-4b69-aafd-b4599d111e47
19, Self-emp-not-inc,47176, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Female,0,0,15, United-States,025f3405-36b0-4cc3-86c7-b8c7057733b3
21, Private,244312, 9th,5, Never-married, Craft-repair, Own-child, White, Male,0,0,30, El-Salvador,a789d424-df87-406c-a2fd-afa6c2bb8743
41, Private,152636, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,50, United-States,8ffedcc5-95ac-4ec6-a56a-479b25ae6b54
35, Private,35330, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,36d4406f-04b8-4f2c-9307-1ebc5335d5a2
32, Self-emp-not-inc,210926, 11th,7, Separated, Handlers-cleaners, Unmarried, White, Female,0,0,40, Nicaragua,2aaff317-e923-4518-a7f8-f57494472fb4
25, Private,198632, Some-college,10, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,50, United-States,60125835-e8ff-4211-9800-9e67838577c8
58, Local-gov,44246, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,8268a57b-8e36-4b7b-9432-fdae36176d36
28, Private,113870, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,c8e1b95a-9072-4bca-b34b-41ac9e5d7e9c
46, Private,219611, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,825bc857-6a04-4df6-b33b-1af36b250396
45, Private,154308, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States,8c19b474-b0d5-4aa7-9c1f-b7abde23658e
41, Private,180138, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Iran,e2d7b367-840c-4784-b7ef-9fc703c33a79
55, Private,26716, 10th,6, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States,ced3227d-c2a8-4649-ac63-87e0826a4238
63, Private,200127, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,a3e7806f-892f-4d14-8dfb-9585775426c0
46, Private,155890, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,403898db-282c-40ce-9713-3c7b8f9d9edc
53, Federal-gov,155594, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,173e4de8-ad8c-4aea-9014-990fac158427
60, Private,325971, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7688,0,40, United-States,a815d959-8e61-4668-aab5-8e9a102f4ec0
32, Private,207668, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States,e29032fd-838e-4484-a1e4-b7e187b17cd2
67, ?,159542, 5th-6th,3, Widowed, ?, Unmarried, Black, Female,0,0,40, United-States,2bf2817b-642b-4deb-bb1a-2d8553553ddb
63, ?,203821, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,7d16d0d0-2113-47e8-a469-cfff9f9d6dd6
48, Self-emp-not-inc,58683, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States,5232977c-bc82-4b2a-a210-e12e9017d62d
57, Private,36990, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,52, United-States,f83f9761-ded6-4100-8cb5-f4d1e90d54bd
29, Private,137476, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States,78f36579-d3f9-4813-8ad6-14ae6f274325
43, Private,85995, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,b8da4970-3615-4ccd-aaf0-937dcd1b0242
34, Private,324654, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, China,aa467c87-eb70-4c2f-b7b7-4f0f955bcde3
29, Private,200511, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,ed1c62bc-de83-4630-ab84-8e45a329a29b
35, Private,200445, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,1974,40, United-States,de347bfc-59b9-4cef-8361-ded7c56ea97a
61, Self-emp-not-inc,244087, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States,0141ad43-1722-4ba2-b3f3-19c6628e26e7
22, Private,120518, HS-grad,9, Widowed, Adm-clerical, Own-child, White, Female,0,0,40, United-States,39183d81-65a2-470e-af72-6f7667ce7619
24, Private,34446, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,37, United-States,bebfefd5-d9f5-4157-b465-86626262ad82
49, ?,350759, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,653265e0-b0e6-4011-8851-ff05b3f37b8b
76, Private,199949, 9th,5, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,13, United-States,50599155-f62c-4f3b-bad2-dd03c7c188f3
47, Private,28035, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,b74601d6-cbe4-4c26-b321-4028e4e25f95
37, Private,203828, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,c50237ce-d808-48c2-a128-36c115a83533
28, ?,167094, 10th,6, Divorced, ?, Not-in-family, White, Male,0,0,50, United-States,04bd554d-73d6-4302-966d-d770ed78296a
55, Self-emp-not-inc,185195, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,99, United-States,144971e9-d68c-4397-bf62-671ef479e99a
35, Private,348690, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,1ed8c7f2-cebc-476d-8c0a-fb0e044315e7
27, Private,208703, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Japan,eb9534bd-e673-463c-a56d-e0c36bc0d3ec
61, ?,42938, Bachelors,13, Never-married, ?, Not-in-family, White, Male,0,0,7, United-States,2949fe6e-2d72-48e9-be19-116d130d8df0
42, Private,219591, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,55, United-States,f23d3696-3e85-4440-ba24-9785e87bfb70
25, Local-gov,63996, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,ac705832-2420-45b4-84e6-29519825e486
41, Private,204410, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,44, United-States,a142609f-4cf9-42e8-ac7f-7b098e2fd500
27, Local-gov,236472, Bachelors,13, Divorced, Prof-specialty, Other-relative, White, Female,0,0,40, United-States,c26d9da9-5c75-42c4-8dc1-3439c79029c1
30, Private,160634, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,1b4418bc-1710-43cc-a11b-bab47d2e3c30
30, Private,27207, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,1d7e6b5d-2498-4873-856e-9046e9851fad
40, State-gov,150874, Masters,14, Divorced, Exec-managerial, Unmarried, White, Female,1506,0,40, United-States,1079c3e8-60d1-4c9d-af57-dc1615691be5
32, Self-emp-inc,244665, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,45, United-States,6c1d4618-26bb-4ebc-b5c3-6adc0ba1c5e4
37, Private,349689, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,c5365b88-9192-4513-af91-35a2afc883d6
43, Private,196545, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, United-States,5ad3cdea-7330-465f-bb06-566b57e5a06e
23, Private,194102, Bachelors,13, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States,f8f83c69-147f-442c-9650-0c4ec08384b3
44, Private,322391, 11th,7, Separated, Other-service, Unmarried, Black, Female,0,0,30, United-States,a435498a-6b15-434d-a436-efef67d684b0
35, Private,148581, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,40, United-States,728439d0-4f6b-4eed-967e-5c3e12f24de3
52, Private,202930, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,a66a1659-7b54-4184-b524-b10e24c02d89
58, Private,51662, 10th,6, Married-civ-spouse, Other-service, Wife, White, Female,0,0,8, United-States,af2b164c-df80-4695-a76c-3c9e28a47ee4
32, Private,251243, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,3b3cd688-771e-4ac4-a571-813d43ca5a2a
63, Self-emp-not-inc,168048, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States,88f18ebf-255e-4519-9acb-aefbc59c427d
23, Private,292023, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States,cab3afba-ecdf-4010-87f4-30f0385d8dec
35, Private,243357, 11th,7, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States,1818540a-349b-4224-9490-3516a1682e0c
17, ?,127003, 9th,5, Never-married, ?, Own-child, Black, Male,0,0,40, United-States,af3df6c6-19cc-469f-a564-f91517d992ff
45, Private,361842, HS-grad,9, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States,e5ff6e62-c29b-430e-8a72-a082915de651
55, Private,185436, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States,400c224a-8fe7-4f0f-a83d-e1df684720da
52, Private,380633, 5th-6th,3, Widowed, Other-service, Unmarried, White, Female,0,0,40, Mexico,3231e93a-c5f3-4827-a144-b86c26ff2838
27, Self-emp-not-inc,141795, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States,5aa7119a-fa37-44b6-a3a5-a031d7086694
25, State-gov,157617, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,01e194da-2708-431d-8ee8-91eef6e11e47
39, State-gov,122011, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,5178,0,38, United-States,07e21749-6732-4317-9abc-110708f399d2
54, State-gov,198741, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,ba56c6ef-08c2-46cc-99d1-268e8f232a34
54, Private,94055, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,451c4f22-35ae-495c-8177-54dc58b5f4b5
39, Private,180667, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,b290bfcb-5419-4fa2-bc83-6b7ed3ea213c
31, Private,416415, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States,bfcb7a56-a5a8-4e41-a63c-8ce7f3bb940e
25, Private,183575, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,c743cc07-3c25-4d5a-a0fc-383e42052d1b
50, Self-emp-inc,190333, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,55, United-States,c5017677-ac55-41bc-ad65-79b77a68d76e
43, Local-gov,188280, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,914,0,40, United-States,e9070279-c247-4024-8fad-a6c07fba8053
25, Private,71351, 1st-4th,2, Never-married, Other-service, Other-relative, White, Male,0,0,25, El-Salvador,0eedfb6a-cec4-4f7f-b56e-3f5838f21327
23, Private,436798, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,f6faedbe-cafc-4bfc-acb2-c1b8c8a51264
37, Self-emp-not-inc,112497, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,fb3b5584-99ac-49a5-87a9-36d21d4facb2
24, Private,195808, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,072ac27b-c6fb-49ea-97be-523fa5b3c4ee
74, Private,91488, 1st-4th,2, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,20, United-States,174d819e-d5bd-48e0-8b31-2a8687467c5f
54, Private,172962, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,a5197386-5fd8-4995-b296-b6e0f3c65b2e
33, Private,182926, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States,b04c9392-8cf5-4981-996e-aac18b5b4d55
19, Private,183589, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,25, United-States,6602df5e-7600-4609-9ff2-d41b04b1275d
37, Private,160120, Masters,14, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, South,38e150cf-6e3f-469a-9d8a-d65d1f46e2c1
53, Private,150980, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3137,0,40, United-States,f389346e-4543-4825-a7a0-0c1f2271de83
20, Private,178469, HS-grad,9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,15, ?,a7851519-dfbe-43d2-bcb5-0a495456e093
33, Private,123291, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,84, United-States,657802ea-8d52-4cc1-aa1c-d3d80c1acdde
22, Private,54825, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,69acfeff-8372-4eaa-8be7-6d5f513e5f95
36, Private,279721, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,b9aab7f4-a82b-4fba-a49a-6f49fa27f742
56, Private,133025, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,ecdf5e99-b2e7-4d58-a3b4-0b8da4fdbc76
